alias_address,alias_city,georeferencingString,polygonKey,type
VIA SAN GIOVANNI,TOLMEZZO,TOLMEZZO VIA SAN GIOVANNI,,POINT
VIA SAN GIOVANNI BOSCO,TOLMEZZO,TOLMEZZO VIA SAN GIOVANNI BOSCO,,POINT
VIA SAN MARCO,TOLMEZZO,TOLMEZZO VIA SAN MARCO,,POINT
VIA SCHIAVI 1,TOLMEZZO,TOLMEZZO VIA SCHIAVI 1,,POINT
VIA SCHIAVI 6,TOLMEZZO,TOLMEZZO VIA SCHIAVI 6,,POINT
VIA SCUOLE - FRAZIONE TERZO,TOLMEZZO,TOLMEZZO VIA SCUOLE - FRAZIONE TERZO,,POINT
VIA SEGA,TOLMEZZO,TOLMEZZO VIA SEGA,,POINT
VIA SELENDIS,TOLMEZZO,TOLMEZZO VIA SELENDIS,,POINT
VIA SELET,TOLMEZZO,TOLMEZZO VIA SELET,,POINT
VIA SELLET,TOLMEZZO,TOLMEZZO VIA SELLET,,POINT
VIA SEZZA,TOLMEZZO,TOLMEZZO VIA SEZZA,,POINT
VIA S.GIOVANNI BOSCO,TOLMEZZO,TOLMEZZO VIA S.GIOVANNI BOSCO,,POINT
VIA SIMON,TOLMEZZO,TOLMEZZO VIA SIMON,,POINT
VIA SOMMA,TOLMEZZO,TOLMEZZO VIA SOMMA,,POINT
VIA SOMMA ANTONIO,TOLMEZZO,TOLMEZZO VIA SOMMA ANTONIO,,POINT
VIA SOPRA FONTANA,TOLMEZZO,TOLMEZZO VIA SOPRA FONTANA,,POINT
VIA SOTTOMONTE,TOLMEZZO,TOLMEZZO VIA SOTTOMONTE,,POINT
VIA SPALTO,TOLMEZZO,TOLMEZZO VIA SPALTO,,POINT
VIA SPINO,TOLMEZZO,TOLMEZZO VIA SPINO,,POINT
VIA SPINOTTI,TOLMEZZO,TOLMEZZO VIA SPINOTTI,,POINT
VIA SPINOTTI RICCARDO,TOLMEZZO,TOLMEZZO VIA SPINOTTI RICCARDO,,POINT
VIA SUPERIORE,TOLMEZZO,TOLMEZZO VIA SUPERIORE,,POINT
VIA TAGLIAMENTO,TOLMEZZO,TOLMEZZO VIA TAGLIAMENTO,,POINT
VIA TARCENTO,TOLMEZZO,TOLMEZZO VIA TARCENTO,,POINT
VIA TARVISIO,TOLMEZZO,TOLMEZZO VIA TARVISIO,,POINT
VIA TERZO,TOLMEZZO,TOLMEZZO VIA TERZO,,POINT
VIA TINTORE,TOLMEZZO,TOLMEZZO VIA TINTORE,,POINT
VIA TIRO A SEGNO,TOLMEZZO,TOLMEZZO VIA TIRO A SEGNO,,POINT
VIA TOFANE,TOLMEZZO,TOLMEZZO VIA TOFANE,,POINT
VIA TORRE PICOTTA,TOLMEZZO,TOLMEZZO VIA TORRE PICOTTA,,POINT
VIA TRE MARESIS,TOLMEZZO,TOLMEZZO VIA TRE MARESIS,,POINT
VIA TRE MASERIS,TOLMEZZO,TOLMEZZO VIA TRE MASERIS,,POINT
VIA TRIESTE,TOLMEZZO,TOLMEZZO VIA TRIESTE,,POINT
VIA TZERETI,TOLMEZZO,TOLMEZZO VIA TZERETI,,POINT
VIA UDINE,TOLMEZZO,TOLMEZZO VIA UDINE,,POINT
VIA VAL,TOLMEZZO,TOLMEZZO VIA VAL,,POINT
VIA VAL  CALDA,TOLMEZZO,TOLMEZZO VIA VAL  CALDA,,POINT
VIA VAL BUT,TOLMEZZO,TOLMEZZO VIA VAL BUT,,POINT
VIA VAL CALDA,TOLMEZZO,TOLMEZZO VIA VAL CALDA,,POINT
VIA VAL CHIARSO',TOLMEZZO,TOLMEZZO VIA VAL CHIARSO',,POINT
VIA VAL DEL LAGO,TOLMEZZO,TOLMEZZO VIA VAL DEL LAGO,,POINT
VIA VAL DI GORTO,TOLMEZZO,TOLMEZZO VIA VAL DI GORTO,,POINT
VIA VAL DO GORTO,TOLMEZZO,TOLMEZZO VIA VAL DO GORTO,,POINT
VIA VAL FELLA,TOLMEZZO,TOLMEZZO VIA VAL FELLA,,POINT
VIA VAL PESARINA,TOLMEZZO,TOLMEZZO VIA VAL PESARINA,,POINT
VIA VAL PONTAIBA,TOLMEZZO,TOLMEZZO VIA VAL PONTAIBA,,POINT
VIA VALDIE,TOLMEZZO,TOLMEZZO VIA VALDIE,,POINT
VIA VALDOLCE,TOLMEZZO,TOLMEZZO VIA VALDOLCE,,POINT
VIA VALEGN,TOLMEZZO,TOLMEZZO VIA VALEGN,,POINT
VIA VECCHIA,TOLMEZZO,TOLMEZZO VIA VECCHIA,,POINT
VIA VECCHIA 136,TOLMEZZO,TOLMEZZO VIA VECCHIA 136,,POINT
VIA VEL DI GORTO,TOLMEZZO,TOLMEZZO VIA VEL DI GORTO,,POINT
VIA VENZONE,TOLMEZZO,TOLMEZZO VIA VENZONE,,POINT
VIA VERZEGNIS,TOLMEZZO,TOLMEZZO VIA VERZEGNIS,,POINT
VIA VIA MIGNEZZA,TOLMEZZO,TOLMEZZO VIA VIA MIGNEZZA,,POINT
VIA VIA PIO PASCHINI,TOLMEZZO,TOLMEZZO VIA VIA PIO PASCHINI,,POINT
VIA VIA PRINCIPALE,TOLMEZZO,TOLMEZZO VIA VIA PRINCIPALE,,POINT
VIA VILLA SANTINA,TOLMEZZO,TOLMEZZO VIA VILLA SANTINA,,POINT
VIA VIUTE,TOLMEZZO,TOLMEZZO VIA VIUTE,,POINT
VIA XXV APRILE,TOLMEZZO,TOLMEZZO VIA XXV APRILE,,POINT
"VIA XXV APRILE,",TOLMEZZO,"TOLMEZZO VIA XXV APRILE,",,POINT
VIA XXV APRILE  5,TOLMEZZO,TOLMEZZO VIA XXV APRILE  5,,POINT
VIA ZAMPARO,TOLMEZZO,TOLMEZZO VIA ZAMPARO,,POINT
VIA ZARA,TOLMEZZO,TOLMEZZO VIA ZARA,,POINT
VIA 4 NOVEMBRE,TOLMEZZO,TOLMEZZO VIA 4 NOVEMBRE,,POINT
VIALE ALDO MORO,TOLMEZZO,TOLMEZZO VIALE ALDO MORO,,POINT
VICOLO SIMON,TOLMEZZO,TOLMEZZO VICOLO SIMON,,POINT
ZONA ARTIGIANALE NORD,TOLMEZZO,TOLMEZZO ZONA ARTIGIANALE NORD,,POINT
ZONA INDUSTRIALE,TOLMEZZO,TOLMEZZO ZONA INDUSTRIALE,,POINT
ZONA INDUSTRIALE SUD,TOLMEZZO,TOLMEZZO ZONA INDUSTRIALE SUD,,POINT
BORGO BURELLI,TORREANO,TORREANO BORGO BURELLI,,POINT
CASALI PECOI,TORREANO,TORREANO CASALI PECOI,,POINT
CASALI ZAMPARUTTI,TORREANO,TORREANO CASALI ZAMPARUTTI,,POINT
FRAZIONE CANALUTTO,TORREANO,TORREANO FRAZIONE CANALUTTO,,POINT
FRAZIONE COSTA,TORREANO,TORREANO FRAZIONE COSTA,,POINT
FRAZIONE MASAROLIS,TORREANO,TORREANO FRAZIONE MASAROLIS,,POINT
FRAZIONE REANT,TORREANO,TORREANO FRAZIONE REANT,,POINT
FRAZIONE RIECA,TORREANO,TORREANO FRAZIONE RIECA,,POINT
FRAZIONE RONCHIS,TORREANO,TORREANO FRAZIONE RONCHIS,,POINT
FRAZIONE TAMORIS,TORREANO,TORREANO FRAZIONE TAMORIS,,POINT
LOCALITA' CROSADA,TORREANO,TORREANO LOCALITA' CROSADA,,POINT
LOCALITA' PONTE NUOVO,TORREANO,TORREANO LOCALITA' PONTE NUOVO,,POINT
LOCALITÀ MONTINA,TORREANO,TORREANO LOCALITÀ MONTINA,,POINT
PIAZZA ARTURO MALIGNANI,TORREANO,TORREANO PIAZZA ARTURO MALIGNANI,,POINT
PIAZZA MEDAGLIA D'ORO SEVERINO LESA,TORREANO,TORREANO PIAZZA MEDAGLIA D'ORO SEVERINO LESA,,POINT
PIAZZETTA SAINT SULPICE LE GUERETOIS,TORREANO,TORREANO PIAZZETTA SAINT SULPICE LE GUERETOIS,,POINT
STRADA PROVINCIALE,TORREANO,TORREANO STRADA PROVINCIALE,,POINT
VIA ALBERTO FALESCHINI,TORREANO,TORREANO VIA ALBERTO FALESCHINI,,POINT
VIA BASSETTI,TORREANO,TORREANO VIA BASSETTI,,POINT
VIA CASALI LAURINI,TORREANO,TORREANO VIA CASALI LAURINI,,POINT
VIA CASTELLO,TORREANO,TORREANO VIA CASTELLO,,POINT
VIA CIVIDALE,TORREANO,TORREANO VIA CIVIDALE,,POINT
VIA DEI LAGHI,TORREANO,TORREANO VIA DEI LAGHI,,POINT
VIA DEI LUCHS,TORREANO,TORREANO VIA DEI LUCHS,,POINT
VIA DEL CHIARO',TORREANO,TORREANO VIA DEL CHIARO',,POINT
VIA DEL MULINO,TORREANO,TORREANO VIA DEL MULINO,,POINT
VIA DELLA CHIESA,TORREANO,TORREANO VIA DELLA CHIESA,,POINT
VIA DELLA ROGGIA,TORREANO,TORREANO VIA DELLA ROGGIA,,POINT
VIA DELLE CAVE,TORREANO,TORREANO VIA DELLE CAVE,,POINT
VIA DELLE CROSERE,TORREANO,TORREANO VIA DELLE CROSERE,,POINT
VIA DELLE SCUOLE,TORREANO,TORREANO VIA DELLE SCUOLE,,POINT
VIA DELLE VIGNE,TORREANO,TORREANO VIA DELLE VIGNE,,POINT
VIA ENRICO FERMI,TORREANO,TORREANO VIA ENRICO FERMI,,POINT
VIA FLEBUS,TORREANO,TORREANO VIA FLEBUS,,POINT
VIA G. PICCARO,TORREANO,TORREANO VIA G. PICCARO,,POINT
VIA GIUSEPPE GARIBALDI,TORREANO,TORREANO VIA GIUSEPPE GARIBALDI,,POINT
VIA GIUSEPPE MAZZINI,TORREANO,TORREANO VIA GIUSEPPE MAZZINI,,POINT
VIA IPPOLITO NIEVO,TORREANO,TORREANO VIA IPPOLITO NIEVO,,POINT
VIA LIBERTA',TORREANO,TORREANO VIA LIBERTA',,POINT
VIA LUIGI CADORNA,TORREANO,TORREANO VIA LUIGI CADORNA,,POINT
VIA MASAROLIS,TORREANO,TORREANO VIA MASAROLIS,,POINT
VIA MOSEDAI,TORREANO,TORREANO VIA MOSEDAI,,POINT
VIA PIETRO ZORUTTI,TORREANO,TORREANO VIA PIETRO ZORUTTI,,POINT
VIA PRAMALIGNANO,TORREANO,TORREANO VIA PRAMALIGNANO,,POINT
VIA PRINCIPALE,TORREANO,TORREANO VIA PRINCIPALE,,POINT
VIA QUAL,TORREANO,TORREANO VIA QUAL,,POINT
VIA RONCHIS,TORREANO,TORREANO VIA RONCHIS,,POINT
VIA SAN ROCCO,TORREANO,TORREANO VIA SAN ROCCO,,POINT
VIA SOTTOPLOVIE,TORREANO,TORREANO VIA SOTTOPLOVIE,,POINT
VIA VECCHIA,TORREANO,TORREANO VIA VECCHIA,,POINT
VIA VIGNIS,TORREANO,TORREANO VIA VIGNIS,,POINT
VIA ZUCCO,TORREANO,TORREANO VIA ZUCCO,,POINT
VIALE GUGLIELMO MARCONI,TORREANO,TORREANO VIALE GUGLIELMO MARCONI,,POINT
VIALE KENNEDY,TORREANO,TORREANO VIALE KENNEDY,,POINT
VICOLO BASSETTI,TORREANO,TORREANO VICOLO BASSETTI,,POINT
VICOLO SCAMPA,TORREANO,TORREANO VICOLO SCAMPA,,POINT
ZONA INDUSTRIALE,TORREANO,TORREANO ZONA INDUSTRIALE,,POINT
LOCALITA' ARRODOLA NUOVA,TORVISCOSA,TORVISCOSA LOCALITA' ARRODOLA NUOVA,,POINT
LOCALITA' ARSA,TORVISCOSA,TORVISCOSA LOCALITA' ARSA,,POINT
LOCALITA' CHIARMACIS,TORVISCOSA,TORVISCOSA LOCALITA' CHIARMACIS,,POINT
LOCALITA' FORNELLI DI SOPRA,TORVISCOSA,TORVISCOSA LOCALITA' FORNELLI DI SOPRA,,POINT
LOCALITA' FORNELLI DI SOTTO,TORVISCOSA,TORVISCOSA LOCALITA' FORNELLI DI SOTTO,,POINT
LOCALITA' SORGENTE,TORVISCOSA,TORVISCOSA LOCALITA' SORGENTE,,POINT
LOCALITA' VILLAGGIO ROMA,TORVISCOSA,TORVISCOSA LOCALITA' VILLAGGIO ROMA,,POINT
PIAZZA DEL POPOLO,TORVISCOSA,TORVISCOSA PIAZZA DEL POPOLO,,POINT
PIAZZA DELLA FONTANA,TORVISCOSA,TORVISCOSA PIAZZA DELLA FONTANA,,POINT
PIAZZALE FRANCO MARINOTTI,TORVISCOSA,TORVISCOSA PIAZZALE FRANCO MARINOTTI,,POINT
PIAZZALE MARINETTI,TORVISCOSA,TORVISCOSA PIAZZALE MARINETTI,,POINT
STRADA DELLA VENEZIA GIULIA,TORVISCOSA,TORVISCOSA STRADA DELLA VENEZIA GIULIA,,POINT
STRADA ZUINO SUD,TORVISCOSA,TORVISCOSA STRADA ZUINO SUD,,POINT
STRADONE ZUINO NORD,TORVISCOSA,TORVISCOSA STRADONE ZUINO NORD,,POINT
STRADONE ZUINO SUD,TORVISCOSA,TORVISCOSA STRADONE ZUINO SUD,,POINT
VIA AMERIGO VESPUCCI,TORVISCOSA,TORVISCOSA VIA AMERIGO VESPUCCI,,POINT
VIA ANNIA,TORVISCOSA,TORVISCOSA VIA ANNIA,,POINT
VIA AQUILEIA,TORVISCOSA,TORVISCOSA VIA AQUILEIA,,POINT
VIA ARRODOLA NUOVA,TORVISCOSA,TORVISCOSA VIA ARRODOLA NUOVA,,POINT
VIA ARTURO MALIGNANI,TORVISCOSA,TORVISCOSA VIA ARTURO MALIGNANI,,POINT
VIA CESANO,TORVISCOSA,TORVISCOSA VIA CESANO,,POINT
VIA CESANO MADERNO,TORVISCOSA,TORVISCOSA VIA CESANO MADERNO,,POINT
VIA CESARE PAVESE,TORVISCOSA,TORVISCOSA VIA CESARE PAVESE,,POINT
VIA CHIARMACIS,TORVISCOSA,TORVISCOSA VIA CHIARMACIS,,POINT
VIA CRISTOFORO COLOMBO,TORVISCOSA,TORVISCOSA VIA CRISTOFORO COLOMBO,,POINT
VIA DEL COMMERCIO,TORVISCOSA,TORVISCOSA VIA DEL COMMERCIO,,POINT
VIA DEL MOLINO,TORVISCOSA,TORVISCOSA VIA DEL MOLINO,,POINT
VIA DELL' ARTIGIANATO,TORVISCOSA,TORVISCOSA VIA DELL' ARTIGIANATO,,POINT
VIA DELL' INDUSTRIA,TORVISCOSA,TORVISCOSA VIA DELL' INDUSTRIA,,POINT
VIA DELLA CHIESA,TORVISCOSA,TORVISCOSA VIA DELLA CHIESA,,POINT
VIA DELLA SORGENTE,TORVISCOSA,TORVISCOSA VIA DELLA SORGENTE,,POINT
VIA DELLO ZUMELLO,TORVISCOSA,TORVISCOSA VIA DELLO ZUMELLO,,POINT
VIA ELIO VITTORINI,TORVISCOSA,TORVISCOSA VIA ELIO VITTORINI,,POINT
VIA ENRICO FERMI,TORVISCOSA,TORVISCOSA VIA ENRICO FERMI,,POINT
VIA FORNELLI DI SOPRA,TORVISCOSA,TORVISCOSA VIA FORNELLI DI SOPRA,,POINT
VIA GALILEO GALILEI,TORVISCOSA,TORVISCOSA VIA GALILEO GALILEI,,POINT
VIA GEMONA,TORVISCOSA,TORVISCOSA VIA GEMONA,,POINT
VIA GIACOMO LEOPARDI,TORVISCOSA,TORVISCOSA VIA GIACOMO LEOPARDI,,POINT
VIA GIACOMO PUCCINI,TORVISCOSA,TORVISCOSA VIA GIACOMO PUCCINI,,POINT
VIA GIOACHINO ROSSINI,TORVISCOSA,TORVISCOSA VIA GIOACHINO ROSSINI,,POINT
VIA GIOVANNI VERGA,TORVISCOSA,TORVISCOSA VIA GIOVANNI VERGA,,POINT
VIA GIUSEPPE VERDI,TORVISCOSA,TORVISCOSA VIA GIUSEPPE VERDI,,POINT
VIA IPPOLITO NIEVO,TORVISCOSA,TORVISCOSA VIA IPPOLITO NIEVO,,POINT
VIA ISONZO,TORVISCOSA,TORVISCOSA VIA ISONZO,,POINT
VIA JULIA,TORVISCOSA,TORVISCOSA VIA JULIA,,POINT
VIA LONGORATE,TORVISCOSA,TORVISCOSA VIA LONGORATE,,POINT
VIA LUCIANO ROMAGNOLI,TORVISCOSA,TORVISCOSA VIA LUCIANO ROMAGNOLI,,POINT
VIA MARCO POLO,TORVISCOSA,TORVISCOSA VIA MARCO POLO,,POINT
VIA MARCONI,TORVISCOSA,TORVISCOSA VIA MARCONI,,POINT
VIA MARINOTTI,TORVISCOSA,TORVISCOSA VIA MARINOTTI,,POINT
VIA PAVIA,TORVISCOSA,TORVISCOSA VIA PAVIA,,POINT
VIA PONTE ORLANDO,TORVISCOSA,TORVISCOSA VIA PONTE ORLANDO,,POINT
VIA RESI MARINOTTI,TORVISCOSA,TORVISCOSA VIA RESI MARINOTTI,,POINT
VIA SVEVO,TORVISCOSA,TORVISCOSA VIA SVEVO,,POINT
VIA TAGLIAMENTO,TORVISCOSA,TORVISCOSA VIA TAGLIAMENTO,,POINT
VIA VENARIA REALE,TORVISCOSA,TORVISCOSA VIA VENARIA REALE,,POINT
VIA VINCENZO BELLINI,TORVISCOSA,TORVISCOSA VIA VINCENZO BELLINI,,POINT
VIA VITTORIO VENETO,TORVISCOSA,TORVISCOSA VIA VITTORIO VENETO,,POINT
VIALE EUGENIO MONTALE,TORVISCOSA,TORVISCOSA VIALE EUGENIO MONTALE,,POINT
VIALE G. UNGARETTI,TORVISCOSA,TORVISCOSA VIALE G. UNGARETTI,,POINT
VIALE GIOSUE' CARDUCCI,TORVISCOSA,TORVISCOSA VIALE GIOSUE' CARDUCCI,,POINT
VIALE GUGLIELMO MARCONI,TORVISCOSA,TORVISCOSA VIALE GUGLIELMO MARCONI,,POINT
VIALE ROMA,TORVISCOSA,TORVISCOSA VIALE ROMA,,POINT
VIALE ROSALIA VECCHIUTTI,TORVISCOSA,TORVISCOSA VIALE ROSALIA VECCHIUTTI,,POINT
VIALE UMBERTO SABA,TORVISCOSA,TORVISCOSA VIALE UMBERTO SABA,,POINT
VIALE VILLA,TORVISCOSA,TORVISCOSA VIALE VILLA,,POINT
BORGO GERUSSI,TREPPO GRANDE,TREPPO GRANDE BORGO GERUSSI,,POINT
BORGO SALA,TREPPO GRANDE,TREPPO GRANDE BORGO SALA,,POINT
BORGO SALARIIS,TREPPO GRANDE,TREPPO GRANDE BORGO SALARIIS,,POINT
BORGO ZEGLIACCO,TREPPO GRANDE,TREPPO GRANDE BORGO ZEGLIACCO,,POINT
CASALE TREPPO PICCOLO,TREPPO GRANDE,TREPPO GRANDE CASALE TREPPO PICCOLO,,POINT
CASALE VENDOGLIO,TREPPO GRANDE,TREPPO GRANDE CASALE VENDOGLIO,,POINT
CASE SPARSE BALOCO,TREPPO GRANDE,TREPPO GRANDE CASE SPARSE BALOCO,,POINT
CASE SPARSE BORGOBELLO,TREPPO GRANDE,TREPPO GRANDE CASE SPARSE BORGOBELLO,,POINT
CASE SPARSE GAETAN,TREPPO GRANDE,TREPPO GRANDE CASE SPARSE GAETAN,,POINT
CASE SPARSE MICHEL,TREPPO GRANDE,TREPPO GRANDE CASE SPARSE MICHEL,,POINT
LOCALITA' CASALI,TREPPO GRANDE,TREPPO GRANDE LOCALITA' CASALI,,POINT
LOCALITA' CASE SPARSE BORGOBELLO,TREPPO GRANDE,TREPPO GRANDE LOCALITA' CASE SPARSE BORGOBELLO,,POINT
PIAZZA GIANCARLO MARZONA,TREPPO GRANDE,TREPPO GRANDE PIAZZA GIANCARLO MARZONA,,POINT
PIAZZA GUGLIELMO MARCONI,TREPPO GRANDE,TREPPO GRANDE PIAZZA GUGLIELMO MARCONI,,POINT
PIAZZA IV NOVEMBRE,TREPPO GRANDE,TREPPO GRANDE PIAZZA IV NOVEMBRE,,POINT
PIAZZA SOCIALE,TREPPO GRANDE,TREPPO GRANDE PIAZZA SOCIALE,,POINT
VIA ARMANDO DIAZ,TREPPO GRANDE,TREPPO GRANDE VIA ARMANDO DIAZ,,POINT
VIA ARTURO ZARDINI,TREPPO GRANDE,TREPPO GRANDE VIA ARTURO ZARDINI,,POINT
VIA BASCHERA,TREPPO GRANDE,TREPPO GRANDE VIA BASCHERA,,POINT
VIA BUIA,TREPPO GRANDE,TREPPO GRANDE VIA BUIA,,POINT
VIA CAMPO D' AVONE,TREPPO GRANDE,TREPPO GRANDE VIA CAMPO D' AVONE,,POINT
VIA CARVACCO,TREPPO GRANDE,TREPPO GRANDE VIA CARVACCO,,POINT
VIA CASALI,TREPPO GRANDE,TREPPO GRANDE VIA CASALI,,POINT
VIA CASALI DI TREPPO PICCOLO,TREPPO GRANDE,TREPPO GRANDE VIA CASALI DI TREPPO PICCOLO,,POINT
VIA CASE SPARSE,TREPPO GRANDE,TREPPO GRANDE VIA CASE SPARSE,,POINT
VIA CATERINA PERCOTO,TREPPO GRANDE,TREPPO GRANDE VIA CATERINA PERCOTO,,POINT
VIA CENTA,TREPPO GRANDE,TREPPO GRANDE VIA CENTA,,POINT
VIA COCUL,TREPPO GRANDE,TREPPO GRANDE VIA COCUL,,POINT
VIA COLLOREDO,TREPPO GRANDE,TREPPO GRANDE VIA COLLOREDO,,POINT
VIA COSAC,TREPPO GRANDE,TREPPO GRANDE VIA COSAC,,POINT
VIA CRISTOFORO COLOMBO,TREPPO GRANDE,TREPPO GRANDE VIA CRISTOFORO COLOMBO,,POINT
VIA DANTE ALIGHIERI,TREPPO GRANDE,TREPPO GRANDE VIA DANTE ALIGHIERI,,POINT
VIA DE FARESSE,TREPPO GRANDE,TREPPO GRANDE VIA DE FARESSE,,POINT
VIA DEI BOTTAI,TREPPO GRANDE,TREPPO GRANDE VIA DEI BOTTAI,,POINT
VIA DEI COLLI,TREPPO GRANDE,TREPPO GRANDE VIA DEI COLLI,,POINT
VIA DEI FORNAI,TREPPO GRANDE,TREPPO GRANDE VIA DEI FORNAI,,POINT
VIA DEI LARIS,TREPPO GRANDE,TREPPO GRANDE VIA DEI LARIS,,POINT
VIA DEI SINDACI,TREPPO GRANDE,TREPPO GRANDE VIA DEI SINDACI,,POINT
VIA DEL BOSCO,TREPPO GRANDE,TREPPO GRANDE VIA DEL BOSCO,,POINT
VIA DEL POLENTON,TREPPO GRANDE,TREPPO GRANDE VIA DEL POLENTON,,POINT
VIA DELLA CANONICA,TREPPO GRANDE,TREPPO GRANDE VIA DELLA CANONICA,,POINT
VIA FLOREANI,TREPPO GRANDE,TREPPO GRANDE VIA FLOREANI,,POINT
VIA G. B. GALLERIO,TREPPO GRANDE,TREPPO GRANDE VIA G. B. GALLERIO,,POINT
VIA GIACOMO PUCCINI,TREPPO GRANDE,TREPPO GRANDE VIA GIACOMO PUCCINI,,POINT
VIA GIUSEPPE ELLERO,TREPPO GRANDE,TREPPO GRANDE VIA GIUSEPPE ELLERO,,POINT
VIA GIUSEPPE VERDI,TREPPO GRANDE,TREPPO GRANDE VIA GIUSEPPE VERDI,,POINT
VIA GORIZIA,TREPPO GRANDE,TREPPO GRANDE VIA GORIZIA,,POINT
VIA GRAONETTI,TREPPO GRANDE,TREPPO GRANDE VIA GRAONETTI,,POINT
VIA ISONZO,TREPPO GRANDE,TREPPO GRANDE VIA ISONZO,,POINT
VIA LOVISATI,TREPPO GRANDE,TREPPO GRANDE VIA LOVISATI,,POINT
VIA MELS,TREPPO GRANDE,TREPPO GRANDE VIA MELS,,POINT
VIA MOLINARIA,TREPPO GRANDE,TREPPO GRANDE VIA MOLINARIA,,POINT
VIA MOLINARIE,TREPPO GRANDE,TREPPO GRANDE VIA MOLINARIE,,POINT
VIA MONTE GRAPPA,TREPPO GRANDE,TREPPO GRANDE VIA MONTE GRAPPA,,POINT
VIA MONTELLO,TREPPO GRANDE,TREPPO GRANDE VIA MONTELLO,,POINT
VIA MORETTI,TREPPO GRANDE,TREPPO GRANDE VIA MORETTI,,POINT
VIA NAZARETH,TREPPO GRANDE,TREPPO GRANDE VIA NAZARETH,,POINT
VIA O. DE LUCA,TREPPO GRANDE,TREPPO GRANDE VIA O. DE LUCA,,POINT
VIA PERUCIE,TREPPO GRANDE,TREPPO GRANDE VIA PERUCIE,,POINT
VIA PIAVE,TREPPO GRANDE,TREPPO GRANDE VIA PIAVE,,POINT
VIA PIETRO MENIS,TREPPO GRANDE,TREPPO GRANDE VIA PIETRO MENIS,,POINT
VIA PIETRO ZORUTTI,TREPPO GRANDE,TREPPO GRANDE VIA PIETRO ZORUTTI,,POINT
VIA P.ZZA MARCONI,TREPPO GRANDE,TREPPO GRANDE VIA P.ZZA MARCONI,,POINT
VIA P.ZZA MARZONA,TREPPO GRANDE,TREPPO GRANDE VIA P.ZZA MARZONA,,POINT
VIA ROMA,TREPPO GRANDE,TREPPO GRANDE VIA ROMA,,POINT
VIA SALARIS,TREPPO GRANDE,TREPPO GRANDE VIA SALARIS,,POINT
VIA TARCENTINA,TREPPO GRANDE,TREPPO GRANDE VIA TARCENTINA,,POINT
VIA TRENTO,TREPPO GRANDE,TREPPO GRANDE VIA TRENTO,,POINT
VIA TRICESIMO,TREPPO GRANDE,TREPPO GRANDE VIA TRICESIMO,,POINT
VIA TRIESTE,TREPPO GRANDE,TREPPO GRANDE VIA TRIESTE,,POINT
VIA VILLA,TREPPO GRANDE,TREPPO GRANDE VIA VILLA,,POINT
VIA VITTORIO VENETO,TREPPO GRANDE,TREPPO GRANDE VIA VITTORIO VENETO,,POINT
VIA ZEGLIACCO,TREPPO GRANDE,TREPPO GRANDE VIA ZEGLIACCO,,POINT
VIA ZORUTTI M,TREPPO GRANDE,TREPPO GRANDE VIA ZORUTTI M,,POINT
VIA ZORUTTI M.,TREPPO GRANDE,TREPPO GRANDE VIA ZORUTTI M.,,POINT
VICOLO BRAIDE,TREPPO GRANDE,TREPPO GRANDE VICOLO BRAIDE,,POINT
VICOLO BROADE,TREPPO GRANDE,TREPPO GRANDE VICOLO BROADE,,POINT
VICOLO BUSAN,TREPPO GRANDE,TREPPO GRANDE VICOLO BUSAN,,POINT
VICOLO CECONE,TREPPO GRANDE,TREPPO GRANDE VICOLO CECONE,,POINT
VICOLO COSAC,TREPPO GRANDE,TREPPO GRANDE VICOLO COSAC,,POINT
VICOLO DE DORIE,TREPPO GRANDE,TREPPO GRANDE VICOLO DE DORIE,,POINT
VICOLO DELLA CABINA,TREPPO GRANDE,TREPPO GRANDE VICOLO DELLA CABINA,,POINT
VICOLO FABRO,TREPPO GRANDE,TREPPO GRANDE VICOLO FABRO,,POINT
VICOLO GERUSSI,TREPPO GRANDE,TREPPO GRANDE VICOLO GERUSSI,,POINT
VICOLO PERUCIE,TREPPO GRANDE,TREPPO GRANDE VICOLO PERUCIE,,POINT
BORGO S. ANTONIO,TRICESIMO,TRICESIMO BORGO S. ANTONIO,,POINT
LARGO ZANUTTINI,TRICESIMO,TRICESIMO LARGO ZANUTTINI,,POINT
PIAZZA ADORGNANO,TRICESIMO,TRICESIMO PIAZZA ADORGNANO,,POINT
PIAZZA ELLERO,TRICESIMO,TRICESIMO PIAZZA ELLERO,,POINT
PIAZZA GARIBALDI,TRICESIMO,TRICESIMO PIAZZA GARIBALDI,,POINT
PIAZZA GIUSEPPE ELLERO,TRICESIMO,TRICESIMO PIAZZA GIUSEPPE ELLERO,,POINT
PIAZZA GIUSEPPE GARIBALDI,TRICESIMO,TRICESIMO PIAZZA GIUSEPPE GARIBALDI,,POINT
PIAZZA GIUSEPPE MAZZINI,TRICESIMO,TRICESIMO PIAZZA GIUSEPPE MAZZINI,,POINT
PIAZZA GIUSEPPE VERDI,TRICESIMO,TRICESIMO PIAZZA GIUSEPPE VERDI,,POINT
PIAZZA LIBERTA',TRICESIMO,TRICESIMO PIAZZA LIBERTA',,POINT
PIAZZA TEVERE,TRICESIMO,TRICESIMO PIAZZA TEVERE,,POINT
PIAZZA VERDI,TRICESIMO,TRICESIMO PIAZZA VERDI,,POINT
VIA A. DE PILOSIO,TRICESIMO,TRICESIMO VIA A. DE PILOSIO,,POINT
